formation channel,channel V intrinsic (z=0),channel I intrinsic (z=0),channel II intrinsic (z=0),channel III intrinsic (z=0),channel IV intrinsic (z=0),All intrinsic (z=0) [Gpc^-3 yr^-1],channel V with CE intrinsic (z=0),channel V without CE intrinsic (z=0)
A,0.0353572919356233,0.3298340404806093,0.555455716362826,0.0693896804136643,0.0099632708072775,40.937734836592206,0.0,0.0353572919356233
B,0.0634804496432814,0.3808624545212571,0.523333813812457,0.0323232820230043,0.0,36.32100755035253,0.0,0.0634804496432814
C,0.0450924847876082,0.1943239087050402,0.7176281254725265,0.0429554810348244,0.0,44.67984705456976,0.0,0.0450924847876082
D,0.0261930791019294,0.1172227297927816,0.8084923282666985,0.0461902651322633,0.0019015977063269,54.74295774088659,0.0,0.0261930791019294
E,0.0338591206003893,0.3245326789571125,0.5647870241343553,0.0674168568477765,0.009404319460366,41.27141846117638,0.0,0.0338591206003893
F,0.017125419222098,0.7296483709280382,0.2242016396364066,0.0254747919902685,0.0035497782231885,109.5717915096251,0.0001398309799567,0.0169855882421412
G,0.0101673410689271,0.0702073671611864,0.91363841757255,0.0059868741688294,2.850704954832837e-11,25.22521751862451,0.0,0.0101673410689271
H,0.0424357264850666,0.2538946670471112,0.6437309807136206,0.0567066899956108,0.0032319357585914,35.682962379678834,0.0,0.0424357264850666
I,0.0280810818191481,0.4385535998973714,0.4100537972923579,0.0837905032525704,0.0395210177385518,56.462439172459916,0.0,0.0280810818191481
J,0.0032137723708639,0.1403378951206209,0.675327767204016,0.122471294807494,0.0586492704970051,34.222647806665556,6.476341152662402e-20,0.0032137723708639
K,0.017095540705188,0.7348571658659935,0.2182615776878784,0.0260459285302916,0.0037397872106485,108.24905488552152,0.000690458107473,0.016405082597715
L,0.0169663803593806,0.3266041325612532,0.607780017766776,0.0432263524651546,0.0054231168474356,44.34727672201789,0.0,0.0169663803593806
M,0.0453939566187022,0.3988355031736262,0.4735404839223021,0.0691829955721391,0.0130470607132292,50.51516724833899,0.0,0.0453939566187022
N,0.0337956081234104,0.2837508006765601,0.6098750324605626,0.0648114912653847,0.0077670674740822,36.346031247345266,0.0,0.0337956081234104
O,0.0360632999212406,0.3279079387612658,0.5570200510802892,0.0691957621617552,0.0098129480754484,41.07351425867767,0.0,0.0360632999212406
P,0.1023715168736791,0.3505353482630183,0.4582247226848662,0.0740285977253289,0.0148398144531074,47.08460687356756,0.0,0.1023715168736791
Q,0.1209736427183592,0.4391989361431857,0.3534706506827465,0.0722301264199593,0.0141266440357492,55.72460289541592,0.0,0.1209736427183592
R,0.0034899485194785,0.5291910122427216,0.3759425615989949,0.0752384109895121,0.016138066649293,52.18797535841235,0.0,0.0034899485194785
S,0.0173980759160527,0.3309650074841788,0.6223375679788551,0.025842757958399,0.003456590662514,115.70605875285509,0.0,0.0173980759160527
T,0.0359806822900811,0.4417215024789909,0.3374256175830239,0.1534845790591983,0.0313876185887053,10.347483326005497,0.0,0.0359806822900811
