formation channel,channel V intrinsic (z=0),channel I intrinsic (z=0),channel II intrinsic (z=0),channel III intrinsic (z=0),channel IV intrinsic (z=0),All intrinsic (z=0) [Gpc^-3 yr^-1],channel V with CE intrinsic (z=0),channel V without CE intrinsic (z=0)
A,0.0455419583224992,0.4166998520909737,0.4637507120585808,0.063212339548398,0.010795137979548,40.13818884043849,0.0,0.0455419583224992
B,0.0655231701146772,0.4173091791804477,0.4843182519804916,0.0328462712656213,0.0,37.07034707707035,0.0,0.0655231701146772
C,0.0511471787619865,0.1881115954719036,0.7194526544236428,0.0412885713424671,0.0,42.142944509410654,0.0,0.0511471787619865
D,0.0375526195630427,0.1145186552087841,0.7993376797986403,0.0457417674430789,0.0028492779864538,49.54472563883974,0.0,0.0375526195630427
E,0.0454272609704703,0.4134736364661331,0.4695296667242576,0.0621255432019498,0.009443892637189,40.392161397035174,0.0,0.0454272609704703
F,0.0173927326051552,0.7982947937603125,0.1629987705190629,0.0184950087178379,0.0028186943976313,136.57838616095248,0.0001995842264065,0.0171931483787486
G,0.0198407698726436,0.1113705870868209,0.8619148010631592,0.0068694868595377,4.355117838628752e-06,21.826641666172435,0.0,0.0198407698726436
H,0.0524401478290649,0.3213727345706793,0.5696207626240569,0.0537519976035633,0.0028143573726357,33.07377209792034,0.0,0.0524401478290649
I,0.0350415898019959,0.4854402380896463,0.3697252906858973,0.0709283552434003,0.03886452617906,50.93852738028205,0.0,0.0350415898019959
J,0.0035318111129348,0.1255985658843644,0.7412561609513917,0.094470313200975,0.0351431488503339,25.218954761182108,6.095302894152483e-08,0.0035317501599058
K,0.0168029556132506,0.8018118960033351,0.1595679130121228,0.0186349552620154,0.0031822801092759,135.14277335930964,0.0008297585146456,0.0159731970986049
L,0.0186999140372258,0.3724949954090912,0.5604353315571677,0.0419949273928239,0.0063748316036908,40.82221532059157,0.0,0.0186999140372258
M,0.0541080632538265,0.4984582963965709,0.3762202919868337,0.0579387188698944,0.013274629492874,52.54525466359469,0.0,0.0541080632538265
N,0.0418934987326807,0.350901416643351,0.5360593171802922,0.0615368773822895,0.0096088900613864,33.22915004033466,0.0,0.0418934987326807
O,0.0454201066051486,0.4164878426630893,0.4641339302108142,0.0630712860950218,0.0108868344259259,40.05525698685588,0.0,0.0454201066051486
P,0.1185127706055137,0.4459704072576732,0.3523257812308507,0.0661231959927543,0.0170678449132077,49.277772251301535,0.0,0.1185127706055137
Q,0.1225272302876592,0.5415620751372223,0.2563904051839383,0.0628114734102728,0.0167088159809073,57.17391831416927,0.0,0.1225272302876592
R,0.0007906567362827,0.633564512146736,0.2783814829327026,0.0692581980706261,0.0180051501136518,53.167960454143724,0.0,0.0007906567362827
S,0.0190318139580157,0.3546633152294829,0.600683470038957,0.0222069665460781,0.0034144342274666,121.17379955665265,0.0,0.0190318139580157
T,0.0349337025689011,0.5416945120105051,0.2089793393401897,0.1704689479139494,0.0439234981664546,5.102739607530354,0.0,0.0349337025689011
