formation channel,channel V intrinsic (z=0),channel I intrinsic (z=0),channel II intrinsic (z=0),channel III intrinsic (z=0),channel IV intrinsic (z=0),All intrinsic (z=0) [Gpc^-3 yr^-1],channel V with CE intrinsic (z=0),channel V without CE intrinsic (z=0)
A,0.0088110782046326,0.2944274005204542,0.0,0.0001855192315053,0.6965760020434076,38.571692541126204,0.000187384281124,0.0086236939235086
B,0.0880267551675792,0.9110360466983144,0.000937198134106,0.0,0.0,29.917308593176507,0.0,0.0880267551675792
C,0.0278921534224155,0.9715373565433087,0.0,0.0,0.0005704900342756,30.086840741405958,0.0001834493568265,0.027708704065589
D,0.009332265951969,0.5239264521060477,0.0,0.0,0.4667410027977636,57.801541274970475,0.000208416295034,0.0091238496569349
E,0.0,0.9253990211345566,0.0,0.0,0.0746009788654434,0.6974444672400639,0.0,0.0
F,0.009601583621614,0.8807405755561293,0.0305643340529169,0.000318351562259,0.0787751552070808,57.10074732170066,0.0,0.009601583621614
G,0.0003093603450191,0.9941098246394174,0.0,0.0,0.0055808150155635,58.17064224414069,0.0,0.0003093603450191
H,0.0147524287225489,0.904536586060204,0.0,0.0,0.0806528359101,22.461768630918993,0.0,0.0147524287225489
I,0.0030260125135087,0.2176872426431289,0.0,0.0061882120189643,0.7730985328243981,87.83006001419182,0.0006269087026807,0.002399103810828
J,0.005084317633707,0.4581425321394156,0.0012435925536407,0.1243598309584035,0.4111697267148332,137.7078270929203,0.0025312047205717,0.0025531129131353
K,0.0372214481824629,0.5263736125404261,0.0309598286896132,0.0001079534061869,0.4053371571813107,65.95259761439559,0.0010417754408668,0.036179672741596
L,0.0078285744378437,0.3338105588809649,0.0,0.0002767762292867,0.6580840904519047,34.487493570570805,0.00018577232945,0.0076428021083937
M,0.008080206009131,0.3011509239469777,0.0,6.333789410754888e-05,0.6907055321497836,37.612886477834806,0.0002365315005441,0.0078436745085868
N,0.0070581715774112,0.2957420258965607,0.0063903269506493,0.0041827274256128,0.6866267481497658,39.994684422969186,0.0001825990346592,0.006875572542752
O,0.0088676707657555,0.2944081110770145,0.0,0.0001854559566565,0.6965387622005735,38.10309079223703,0.0001883182254952,0.0086793525402603
P,0.0228227341728508,0.3356349598839087,0.0,0.0002918211925538,0.6412504847506865,71.78131402700922,0.0001659867463457,0.022656747426505
Q,0.1108344968930645,0.6280836969045096,0.0,7.390235955956505e-05,0.2610079038428665,178.40109599302934,7.154025728918091e-05,0.1107629566357753
R,0.006984280183546,0.303579163914895,0.0,0.0001692434662963,0.6892673124352625,38.72401772311609,0.0003251392323591,0.0066591409511869
S,0.0066205849439057,0.2754462709422285,0.0,0.0005694944647602,0.7173623651147382,36.464333127669555,0.0001493858000292,0.0064711991438764
T,0.0101673823128237,0.680596642143851,0.0,0.0001188342108802,0.3091171413324449,36.28056680589509,2.0696570560758056e-05,0.0101466857422629
