formation channel,channel V intrinsic (z=0),channel I intrinsic (z=0),channel II intrinsic (z=0),channel III intrinsic (z=0),channel IV intrinsic (z=0),All intrinsic (z=0) [Gpc^-3 yr^-1],channel V with CE intrinsic (z=0),channel V without CE intrinsic (z=0)
A,0.0461235407529664,0.4222393048456475,0.4572017054042892,0.0635351539958164,0.0109002950012807,55.183435498679984,0.0,0.0461235407529664
B,0.0658089364845191,0.4232285111559065,0.4780678540257859,0.0328917590133583,0.0,51.1715709913459,0.0,0.0658089364845191
C,0.0519248969075514,0.1920675580206076,0.7144974934427079,0.041510051629133,0.0,57.67477936850216,0.0,0.0519248969075514
D,0.0383337828091994,0.1169267179577629,0.7955659096852548,0.0463056194294801,0.0028679701183025,67.4117633174536,0.0,0.0383337828091994
E,0.0463183059717652,0.419349779149929,0.4624824154205459,0.0622911387361905,0.0095583607215691,55.52932208156102,0.0,0.0463183059717652
F,0.0174954363182488,0.8016567219695729,0.1598000195731097,0.0182410711346,0.0028067510044686,190.96967880966903,0.0002124321984576,0.0172830041197911
G,0.0208390341815432,0.1174719532354326,0.854728579627177,0.0069555839769404,4.84897890662092e-06,29.807608242915126,0.0,0.0208390341815432
H,0.0528010905266909,0.3278302143336829,0.562471904585456,0.0541012350310839,0.0027955555230859,45.33997861695406,0.0,0.0528010905266909
I,0.0351583184595839,0.4868751594967708,0.3676066560554421,0.0710225299851042,0.0393373360030987,69.3936252659271,0.0,0.0351583184595839
J,0.0037003705183699,0.1259337713236964,0.7400480457995611,0.0950695858869649,0.035248226471407,34.16211592145224,6.858047051153984e-08,0.0037003019378994
K,0.0167865373778455,0.805182396872342,0.1564803628085184,0.0183949391427466,0.0031557637985472,189.1854612119292,0.0008562711522783,0.0159302662255672
L,0.0190919890252379,0.3830532837029461,0.5493967454624922,0.0419371986354721,0.0065207831738517,56.261443229800605,0.0,0.0190919890252379
M,0.0544509933325544,0.5044509457271904,0.3699993404708478,0.0578301563566003,0.0132685641128074,72.50038454611303,0.0,0.0544509933325544
N,0.0422529098401371,0.3565994704755716,0.5297024686509314,0.0616774032259042,0.0097677478074555,45.489190392387876,0.0,0.0422529098401371
O,0.0460192810690405,0.4220071939010516,0.4575864265159252,0.06340592524566,0.0109811732683221,55.07011143229152,0.0,0.0460192810690405
P,0.119920181770706,0.4545987889919146,0.3430089070037169,0.0654508913795326,0.0170212308541298,68.38945310491505,0.0,0.119920181770706
Q,0.1217625759415735,0.5558612037936841,0.2447104966604693,0.0613216559654175,0.0163440676388551,80.51606228597048,0.0,0.1217625759415735
R,0.000769664409133,0.6482946235082542,0.2658620271693673,0.0675333256125002,0.0175403593007452,74.96187230081883,0.0,0.000769664409133
S,0.0196095668822678,0.3683854079528417,0.586592830535676,0.021980137698548,0.0034320569306666,168.78557683724387,0.0,0.0196095668822678
T,0.0352722879118345,0.5451165599122515,0.2061514670103885,0.1697214463402856,0.0437382388252401,7.02243291436144,0.0,0.0352722879118345
