formation channel,channel V intrinsic (z=0),channel I intrinsic (z=0),channel II intrinsic (z=0),channel III intrinsic (z=0),channel IV intrinsic (z=0),All intrinsic (z=0) [Gpc^-3 yr^-1],channel V with CE intrinsic (z=0),channel V without CE intrinsic (z=0)
A,0.0158213363110888,0.5015837046290748,0.0,2.2159669851723124e-05,0.482572799389985,34.06170461142221,0.0005121252333339,0.0153092110777548
B,0.2595950142709495,0.7389696289391804,0.0014353567898698,0.0,0.0,21.88873797883672,0.0,0.2595950142709495
C,0.0787697794959819,0.9183018426588692,0.0,0.0,0.0029283778451486,19.19205704772345,2.786614599178894e-05,0.0787419133499901
D,0.0142703009753705,0.7299734087128092,0.0,0.0,0.2557555212497727,48.747087788028985,0.0003626144963832,0.0139076864789872
E,0.0,0.8764991827995293,0.0,0.0,0.1235008172004707,1.5050039952029,0.0,0.0
F,0.0061370923366917,0.9054701703573164,0.0163834023976557,4.967793256156784e-05,0.0719596569757744,48.39609317332999,0.0,0.0061370923366917
G,0.0009996877645811,0.9753412509741992,0.0,0.0,0.0236590612612193,51.22932698026465,0.0,0.0009996877645811
H,0.0228462851657187,0.916217974779388,0.0,0.0,0.0609350805081215,38.21365939557688,0.0,0.0228462851657187
I,0.0038372708584223,0.2402949737914346,0.0,0.0187777793329916,0.7370899760171511,138.66795415512783,0.0010135305910822,0.00282374026734
J,0.0062083398600113,0.4869002824794954,0.002134497091058,0.0925974442709857,0.4121594362984492,236.8347991620065,0.0039036301396529,0.0023047097203583
K,0.0166657345687326,0.600238200416669,0.016755739886052,1.6821411868486087e-05,0.3663235037166776,44.64551549843524,0.0024629238492632,0.0142028107194694
L,0.0174233229604342,0.5341615781987418,0.0,4.0004181108401674e-06,0.4484110984227132,28.161700501035433,0.0005032804366072,0.0169200425238269
M,0.0202206554390203,0.5357860108840771,0.0,2.708200545817648e-05,0.4439662516714444,32.69996846836434,0.0007855604507621,0.0194350949882582
N,0.0144083284878776,0.4800390382846093,0.0128927863810236,0.0117001218245979,0.4809597250218918,37.236522144392836,0.0005794746755744,0.0138288538123031
O,0.0150179236130279,0.5025627567870943,0.0,2.2151553405268837e-05,0.4823971680464726,33.64832519997882,0.0005175636734115,0.0145003599396164
P,0.0339773474146136,0.571376517208437,0.0,2.1086643875748228e-05,0.3946250487330737,61.89942921755271,0.0005748485318846,0.033402498882729
Q,0.1277075076620745,0.7594180213315433,0.0,1.76240519149074e-06,0.1128727086011909,172.69443591436243,0.0002160314112094,0.127491476250865
R,0.0127726327733323,0.5074785231448777,0.0,3.648642037571526e-05,0.4797123576614145,34.64980222337777,0.0008461149851802,0.011926517788152
S,0.0124695069862082,0.4867234534324232,0.0,4.725081392326631e-05,0.5007568182482736,30.854995402424006,0.0005220863896172,0.0119474205965909
T,0.0151776901679504,0.4056488084319746,0.0,0.0004422266084353,0.5787312747916393,33.71319525838717,0.0001096736419875,0.0150680165259628
