formation channel,channel V intrinsic (z=0),channel I intrinsic (z=0),channel II intrinsic (z=0),channel III intrinsic (z=0),channel IV intrinsic (z=0),All intrinsic (z=0) [Gpc^-3 yr^-1],channel V with CE intrinsic (z=0),channel V without CE intrinsic (z=0)
A,0.0090269819875198,0.3013604802402569,0.0,0.0001832462515576,0.6894292915206656,25.965346054744984,0.0001824613223935,0.0088445206651262
B,0.0910227389101165,0.9080778128348173,0.0008994482550662,0.0,0.0,20.36064405466476,0.0,0.0910227389101165
C,0.028933101011818,0.9705135810547604,0.0,0.0,0.0005533179334217,20.387721382068758,0.0001826711836229,0.028750429828195
D,0.009561736591061,0.5370542396828347,0.0,0.0,0.4533837565467158,39.677841036316394,0.0002017538978375,0.0093599826932234
E,0.0,0.9267405333438924,0.0,0.0,0.0732594666561073,0.5044275330753942,0.0,0.0
F,0.0095783646934166,0.880823415494325,0.0306377598662252,0.0003175672686879,0.0786428926773452,37.667493773092716,0.0,0.0095783646934166
G,0.0003015734932897,0.9939100706765004,0.0,0.0,0.00578835583021,39.29868049775051,0.0,0.0003015734932897
H,0.0154240449923191,0.9073608101408918,0.0,0.0,0.0771619571180069,15.982510535214862,0.0,0.0154240449923191
I,0.0030649951893366,0.2181828035503276,0.0,0.0059669906504727,0.7727852106098633,60.07307901368182,0.0006366741149112,0.0024283210744253
J,0.0050724032723099,0.4554311861309209,0.0012490776644649,0.1254423009502663,0.4128050319820376,99.08768283377916,0.0025584776441592,0.0025139256281506
K,0.0369180740054796,0.5274545381148115,0.0307137041194942,0.0001075949567627,0.4048060888034518,43.9995182716465,0.001024130510231,0.0358939434952485
L,0.0081610513255013,0.3404571531834169,0.0,0.0002799342579669,0.6511018612331146,23.208006850244054,0.0001810184899986,0.0079800328355026
M,0.0083135649138777,0.3091468568851658,0.0,6.322037402018801e-05,0.6824763578269362,25.337113137014047,0.0002404990464413,0.0080730658674364
N,0.0072133665896838,0.3016366572232528,0.0069441745841688,0.0045972758681852,0.6796085257347093,26.99141774740802,0.0001911948819457,0.0070221717077381
O,0.0091321779294845,0.301436297176534,0.0,0.0001831763769909,0.6892483485169905,25.651228726595324,0.0001833607449543,0.0089488171845301
P,0.0239395798705186,0.3396656115072658,0.0,0.0002877914863437,0.6361070171358719,48.2865702346359,0.0001619287145695,0.023777651155949
Q,0.113164447323273,0.6288362563262802,0.0,7.232894031265637e-05,0.2579269674101342,119.64920954012743,7.006506541698756e-05,0.113094382257856
R,0.00706015821881,0.3108606943782167,0.0,0.0001641606595422,0.6819149867434311,26.066845009497737,0.0003375447317931,0.0067226134870168
S,0.0069046272861944,0.2823283669936295,0.0,0.000568844518218,0.7101969039911779,24.51594684703446,0.0001460166830952,0.0067586106030992
T,0.0104987490409678,0.6727824886944986,0.0,0.0001135461478262,0.3166052161167073,24.734164546479633,1.991536077568587e-05,0.0104788336801921
