formation channel,channel V intrinsic (z=0),channel I intrinsic (z=0),channel II intrinsic (z=0),channel III intrinsic (z=0),channel IV intrinsic (z=0),All intrinsic (z=0) [Gpc^-3 yr^-1],channel V with CE intrinsic (z=0),channel V without CE intrinsic (z=0)
A,0.0332074230393269,0.3823820220144561,0.4982938687159967,0.0688861041173596,0.0172305821128607,706.6466013554237,0.0,0.0332074230393269
B,0.0714536983289997,0.6043156607767752,0.2816155589259914,0.0425608849402842,0.0,556.6173667669755,0.0,0.0714536983289997
C,0.0623860837397973,0.4172139557081611,0.4601308970335376,0.0602690635185037,0.0,573.8676998785813,0.0,0.0623860837397973
D,0.0341541158915278,0.2088690396565942,0.6912486963602509,0.0629092641413467,0.0028188839502801,701.3908494445725,0.0,0.0341541158915278
E,0.0332568459312218,0.38249992664185,0.5004727053794102,0.0683975387381099,0.0153729833094086,701.0621134941106,0.0,0.0332568459312218
F,0.0235099712599194,0.5603293622067793,0.3597716516372178,0.0459700698348601,0.010418945061223,1052.7170821827376,0.0003471750196024,0.0231627962403169
G,0.015026413443684,0.119284073910035,0.8607257352794373,0.0049459507767449,1.7826590098215553e-05,406.3572159834793,0.0,0.015026413443684
H,0.0406075425912332,0.3352379971679555,0.5584394242363776,0.062029955054042,0.0036850809503924,632.817003231945,0.0,0.0406075425912332
I,0.0254135411513248,0.4419799039839095,0.3819176021529476,0.0783978319100229,0.0722911208017951,926.3035278694011,0.0,0.0254135411513248
J,0.009574110721367,0.215338821387923,0.5019454456317649,0.1699751969937596,0.1031664252651849,691.0869883530713,3.851814828801046e-07,0.0095737255398841
K,0.0232726770324964,0.5603046313502612,0.3588257366603957,0.0460735864946312,0.0115233684622144,1048.7404941460513,0.0003984586664398,0.0228742183660566
L,0.0262553121770121,0.3467233913910851,0.5553306573898206,0.0572824815878311,0.0144081574542504,648.0895844077345,0.0,0.0262553121770121
M,0.034791754133285,0.4053136226236021,0.4613532504490651,0.0778880820986474,0.0206532906954009,767.2814034541394,0.0,0.034791754133285
N,0.0302650915179023,0.3606775664299206,0.5324648316467308,0.0611364619324557,0.0154560484729898,647.5907969288523,0.0,0.0302650915179023
O,0.0324344914227004,0.3686278576711694,0.5140197451608974,0.0677707899065369,0.0171471158386958,724.7076563405741,0.0,0.0324344914227004
P,0.0571427239497717,0.3944993111469698,0.446517299885434,0.0770517598702673,0.0247889051475571,765.8198080568542,0.0,0.0571427239497717
Q,0.0708366987557725,0.4249396846876152,0.4041285727113388,0.0745699869851369,0.0255250568601372,829.1973084303769,0.0,0.0708366987557725
R,0.0166745892558636,0.4561403658472018,0.4227485472824383,0.0779007070883149,0.0265357905261817,799.8613309613797,0.0,0.0166745892558636
S,0.0252970052642545,0.3618343322077418,0.5393034409693112,0.0592395005433084,0.0143257210153849,830.1373696149113,0.0,0.0252970052642545
T,0.0400997462495495,0.430599711389162,0.4254375458175412,0.0814832575769056,0.0223797389668417,403.8462393125407,0.0,0.0400997462495495
