formation channel,channel V intrinsic (z=0),channel I intrinsic (z=0),channel II intrinsic (z=0),channel III intrinsic (z=0),channel IV intrinsic (z=0),All intrinsic (z=0) [Gpc^-3 yr^-1],channel V with CE intrinsic (z=0),channel V without CE intrinsic (z=0)
A,0.0310317522101675,0.3625261369215695,0.5189678674374496,0.0718618825314227,0.0156123608993912,110.4621518926638,0.0,0.0310317522101675
B,0.0664130841447653,0.5325638738510731,0.3575956455414575,0.0433824804137823,0.0,87.50442781413871,0.0,0.0664130841447653
C,0.0554360202090222,0.3439975884635711,0.5422251915622429,0.0583411997651635,0.0,95.74794852175057,0.0,0.0554360202090222
D,0.030010706236429,0.1803300699950089,0.7266234360483621,0.0603781077966669,0.0026576799235324,118.3756257122864,0.0,0.030010706236429
E,0.030185263003265,0.3622427184002626,0.5224866795111878,0.0713007522524846,0.0137845868327999,109.93233078553976,0.0,0.030185263003265
F,0.020235504094948,0.5967783715906654,0.3317475805972312,0.0428995426677741,0.008339001049381,183.83734468226058,0.0002785075754837,0.0199569965194643
G,0.012545601037436,0.0977262798048913,0.8843105853422105,0.0054075845730681,9.949242394610408e-06,64.84618408437447,0.0,0.012545601037436
H,0.0381302569891182,0.304754085692127,0.5899433143491685,0.0633578119948404,0.0038145309747462,97.75061057866677,0.0,0.0381302569891182
I,0.0241073610271829,0.4420874948763599,0.3867509501935288,0.0843791067942654,0.0626750871086622,149.65459662889165,0.0,0.0241073610271829
J,0.0064323433035806,0.1912977210599267,0.5540596810957007,0.1577365682816769,0.0904736862591151,102.7957559893679,2.185444992100717e-07,0.0064321247590814
K,0.0205750212784863,0.5975215276759959,0.329447168201136,0.0430943175162996,0.0093619653280819,182.83541203116326,0.000563908061236,0.0200111132172503
L,0.0209841689370032,0.33438923148456,0.5771799868992775,0.0563906687821256,0.0110559438970336,105.64135916543665,0.0,0.0209841689370032
M,0.0357166630057405,0.3919007850138161,0.4751160221051647,0.0784665593696865,0.0187999705055928,122.41187025917384,0.0,0.0357166630057405
N,0.0282394645279234,0.3367168011855058,0.5560755550015135,0.0652669089281909,0.0137012703568671,100.89115477787166,0.0,0.0282394645279234
O,0.030318091291592,0.354048959674198,0.5289026743467208,0.0710975481227608,0.0156327265647279,112.10606618945192,0.0,0.030318091291592
P,0.0623618813810748,0.3677064584058966,0.4643586001986417,0.0821977914362309,0.0233752685781563,120.43684706291953,0.0,0.0623618813810748
Q,0.079469379673735,0.4061942447974658,0.4098412663332342,0.0803284426062105,0.0241666665893549,131.62048939376325,0.0,0.079469379673735
R,0.0117536428886308,0.450402103803898,0.4283557841023267,0.0842857539758369,0.0252027152293073,126.94430076504284,0.0,0.0117536428886308
S,0.019434004371883,0.344828819462587,0.5791600195650812,0.0471885886373593,0.0093885679630899,171.13564963301235,0.0,0.019434004371883
T,0.0362685030349932,0.4349650563991676,0.4043087285417177,0.0992295388428474,0.0252281731812744,52.23706627059238,0.0,0.0362685030349932
