formation channel,channel V intrinsic (z=0),channel I intrinsic (z=0),channel II intrinsic (z=0),channel III intrinsic (z=0),channel IV intrinsic (z=0),All intrinsic (z=0) [Gpc^-3 yr^-1],channel V with CE intrinsic (z=0),channel V without CE intrinsic (z=0)
A,0.0311467527620438,0.3822116500476182,0.4950460424906714,0.0775480634043045,0.0140474912953618,39.16350924109879,0.0,0.0311467527620438
B,0.0597320237438938,0.466260508708303,0.4316266364157454,0.0423725580909036,0.0,33.663427139070436,0.0,0.0597320237438938
C,0.0486732281134556,0.2546593360040929,0.6398510066673511,0.0568164292151002,0.0,37.601679201837484,0.0,0.0486732281134556
D,0.0299826119167464,0.142473882811866,0.7648595426391569,0.059802788217719,0.002881174414512,45.100801892784375,0.0,0.0299826119167464
E,0.0314779264547859,0.3800574533382418,0.4999251247757351,0.0759823249901274,0.0125571704411105,39.13043869831838,0.0,0.0314779264547859
F,0.0167394101324511,0.703740322507697,0.2403815104289602,0.0335690789825726,0.0055696779483191,89.02310583116397,0.0002340253745288,0.0165053847579223
G,0.0144407983949757,0.1004145521934786,0.8781442444142071,0.0069944542213478,5.9507759905701914e-06,22.222846442343293,0.0,0.0144407983949757
H,0.0388177598256577,0.3062500579079641,0.5838053181513474,0.0674434068782612,0.0036834572367687,33.501954787880045,0.0,0.0388177598256577
I,0.0243558813317757,0.4583158074855223,0.3759608623975177,0.0905319281510287,0.0508355206341554,52.19109283445714,0.0,0.0243558813317757
J,0.0035855450115134,0.1484042905109262,0.6519318626100635,0.1330530105765202,0.0630252912909762,29.91424131366978,1.1329056986139637e-07,0.0035854317209436
K,0.0165503977089742,0.7049268886821125,0.2380625606212444,0.0342551933542169,0.0062049596334518,88.00081063180855,0.0006338401004418,0.0159165576085324
L,0.0156313773081675,0.3771472328401012,0.5450209413491705,0.0535747670676729,0.0086256814348876,40.52566482655221,0.0,0.0156313773081675
M,0.0399067340658667,0.4337222215982872,0.431850210697199,0.078006767264663,0.0165140663739835,46.5632571510815,0.0,0.0399067340658667
N,0.0281212082135135,0.3407001236646602,0.5453694092851195,0.073637518726158,0.0121717401105481,34.5907954743018,0.0,0.0281212082135135
O,0.030917442371308,0.3804074095455866,0.4978668875486314,0.0768384529281448,0.0139698076063289,39.22567746271567,0.0,0.030917442371308
P,0.0823658711232937,0.395574509025363,0.4148986598963836,0.0860467182353131,0.0211142417196467,45.00688991167307,0.0,0.0823658711232937
Q,0.0942214064905607,0.4631934601831053,0.3378812243781077,0.0836492970356762,0.0210546119125499,51.13561517307558,0.0,0.0942214064905607
R,0.0036161279831085,0.5361665138661663,0.3508698373744319,0.0869432618057615,0.022404258970532,49.48151072940012,0.0,0.0036161279831085
S,0.0158289080321518,0.3671251237220709,0.5782188864138234,0.0334101523523092,0.0054169294796446,94.71611759799225,0.0,0.0158289080321518
T,0.0300850641059229,0.4886098415731466,0.301401745509309,0.1460430377306514,0.0338603110809696,11.060407955896359,0.0,0.0300850641059229
