formation channel,channel V intrinsic (z=0),channel I intrinsic (z=0),channel II intrinsic (z=0),channel III intrinsic (z=0),channel IV intrinsic (z=0),All intrinsic (z=0) [Gpc^-3 yr^-1],channel V with CE intrinsic (z=0),channel V without CE intrinsic (z=0)
A,0.0156009106113369,0.5003614019472155,0.0,2.1409104596449992e-05,0.4840162783368513,46.253461451376786,0.0004887168402161,0.0151121937711208
B,0.2550899464303257,0.7435462419725649,0.0013638115971095,0.0,0.0,30.06633801530857,0.0,0.2550899464303257
C,0.0809785229958144,0.9162361513307746,0.0,0.0,0.0027853256734111,26.18233203135201,2.8614550296903183e-05,0.0809499084455175
D,0.0158689059955727,0.7277425631086101,0.0,0.0,0.2563878008902612,66.45909428319138,0.0003503504392684,0.0155185555563043
E,0.0,0.8811540855753451,0.0,0.0,0.1188459144246547,2.19344825586,0.0,0.0
F,0.006110939036783,0.9055596978257356,0.0163449833050408,4.946869617612147e-05,0.0719349111362643,63.53012335998481,0.0,0.006110939036783
G,0.0009635370367028,0.9745846418095416,0.0,0.0,0.0244518211537555,68.88170979774594,0.0,0.0009635370367028
H,0.024635087481653,0.9167052042196924,0.0,0.0,0.0586591018393454,54.327807707099026,0.0,0.024635087481653
I,0.0038492718919004,0.2314761499054408,0.0,0.0177716008774208,0.746902977325238,190.0927340549651,0.0009986290645542,0.0028506428273462
J,0.0059464082288078,0.4443050536014957,0.0019456798006175,0.1115438918450772,0.4362589665240017,375.6481375718724,0.0034364473595507,0.002509960869257
K,0.0164112741115984,0.596713360728436,0.0163245812633738,1.6389450720129796e-05,0.3705343944458716,60.11584651805053,0.0023728959155133,0.0140383781960851
L,0.0183740420902626,0.5348708993534399,0.0,3.799472562160511e-06,0.4467512590837355,38.122497530916164,0.0004834125017255,0.0178906295885371
M,0.0207472290397693,0.5445825195742526,0.0,2.630058985138547e-05,0.4346439507961265,44.61537157979824,0.000763764573092,0.0199834644666773
N,0.0147586623749072,0.476284340449828,0.015258370175772,0.0123202964848644,0.4813783305146284,50.869974023020546,0.0005715493392741,0.014187113035633
O,0.01591234294981,0.5016184959537491,0.0,2.128054525917702e-05,0.4824478805511817,45.95128609366596,0.0004911054308232,0.0154212375189868
P,0.0395778505622105,0.5621391317383504,0.0,1.994322052469472e-05,0.3982630744789143,84.62836160457545,0.0005450999506614,0.039032750611549
Q,0.1362365579400967,0.7521502378694909,0.0,1.7096668840403597e-06,0.1116114945235278,229.67324764676758,0.0002107344446017,0.136025823495495
R,0.0127928552481291,0.5079333089815619,0.0,3.746860205624973e-05,0.4792363671682529,47.065659293894164,0.000903303195988,0.011889552052141
S,0.0135564885623249,0.4908599107233775,0.0,4.7987167578035446e-05,0.4955327656500853,42.06128571806922,0.0004979940792103,0.0130584944831145
T,0.0163679134642622,0.4097409588424938,0.0,0.0004274048657228,0.5734637228275209,46.53168062289423,0.0001028885318794,0.0162650249323828
