formation channel,channel V intrinsic (z=0),channel I intrinsic (z=0),channel II intrinsic (z=0),channel III intrinsic (z=0),channel IV intrinsic (z=0),All intrinsic (z=0) [Gpc^-3 yr^-1],channel V with CE intrinsic (z=0),channel V without CE intrinsic (z=0)
A,0.0055438423349329,0.2802124038777174,0.0,0.0002273523577698,0.7140164014295797,36.08295281269679,0.0001242786125819,0.0054195637223509
B,0.0822883745176377,0.9170411011942704,0.0006705242880919,0.0,0.0,29.646582639316293,0.0,0.0822883745176377
C,0.0222047505724179,0.9774463873470076,0.0,0.0,0.0003488620805743,31.3609074993363,0.000796661315828,0.0214080892565898
D,0.0097044947306212,0.5313796980373179,0.0,0.0,0.4589157776755916,57.20651839481531,0.000147639636463,0.0095568550941582
E,0.0,0.9767676418409458,0.0,0.0,0.0232323581590542,0.6639274231537777,0.0,0.0
F,0.0097822706929279,0.8794057038213486,0.0332150745063257,0.0002934250277901,0.0773035259516076,49.226554553128246,0.0,0.0097822706929279
G,0.0001844039536922,0.996846750025008,0.0,0.0,0.0029688460213,59.234346903042216,0.0,0.0001844039536922
H,0.0087748073855162,0.9151963621935094,0.0,0.0,0.0759750473576484,21.717919594989777,0.0,0.0087748073855162
I,0.0027583138376598,0.2121328009699918,0.0,0.0023014945161453,0.7828073906762032,77.08846085784411,0.0005545112798042,0.0022038025578555
J,0.0046428795874434,0.4955761860921404,0.0007660950232689,0.1226830942885906,0.3763317450085564,113.3415822789437,0.0027054808509185,0.0019373987365248
K,0.0435229429704673,0.5143266228871856,0.0308873433870327,0.0001309099515356,0.4111321808037789,62.350435768670536,0.0009916693038861,0.0425312736665811
L,0.0090475578056416,0.3222995822570498,0.0,0.000419629350725,0.6682332305865833,32.211190053660815,0.0001240994509627,0.0089234583546788
M,0.0047340959851316,0.2786239464743567,0.0,6.194542448502375e-05,0.7165800121160267,34.7963344280824,0.0001270185904007,0.0046070773947309
N,0.005727966415844,0.2814892246267033,0.0071132193381832,0.0033823422877578,0.7022872473315118,37.29740829274013,9.077701676088112e-05,0.0056371893990831
O,0.0067174080630627,0.2795223009189103,0.0,0.000228247088465,0.7135320439295618,35.49527945251588,0.0001250222845788,0.0065923857784838
P,0.0204019494738596,0.3062642325668739,0.0,0.0003638223435615,0.672969995615705,66.7811986194298,0.0001117394820696,0.0202902099917899
Q,0.103017631361047,0.6150998217823825,0.0,7.476195395016879e-05,0.2818077849026202,162.88933001957878,4.679128274756467e-05,0.1029708400782994
R,0.0056617464000885,0.2961840498200823,0.0,0.0001707543418367,0.6979834494379923,36.16811222369484,0.0007332671228448,0.0049284792772436
S,0.0043093488211376,0.2790849139918435,0.0,0.0007495672350064,0.7158560496108876,33.72086138349912,9.348162255244268e-05,0.0042158671985852
T,0.00809901298992,0.6937213030327136,0.0,7.138060091117707e-05,0.2981083033764551,34.582397158617184,5.425456988797977e-06,0.0080935875329312
