formation channel,channel V intrinsic (z=0),channel I intrinsic (z=0),channel II intrinsic (z=0),channel III intrinsic (z=0),channel IV intrinsic (z=0),All intrinsic (z=0) [Gpc^-3 yr^-1],channel V with CE intrinsic (z=0),channel V without CE intrinsic (z=0)
A,0.008669335838303,0.4682841999130401,0.0,0.00010477214696,0.5229416921016966,42.228450060747335,0.0002772658274991,0.0083920700108039
B,0.1275797753292259,0.8707465406604467,0.0016736840103274,0.0,0.0,34.31384350434201,0.0,0.1275797753292259
C,0.0356100261580316,0.9636356773213942,0.0,0.0,0.0007542965205739,35.4061097655171,0.0009637112562233,0.0346463149018083
D,0.0087473733164562,0.7117383626716604,0.0,0.0,0.2795142559731742,79.67427534104344,0.000274386686868,0.0084729866295882
E,0.0,0.977808127007588,0.0,0.0,0.022191872992412,0.9396953728919939,0.0,0.0
F,0.0080330955350022,0.898014233858636,0.02491673079724,0.0008067437684268,0.0682291960406947,51.87574466597645,0.0,0.0080330955350022
G,0.0005125643346028,0.9963892863073752,0.0,0.0,0.003098149358022,53.34516476881439,0.0,0.0005125643346028
H,0.0045041645114306,0.9354105745472848,0.0,0.0,0.0600169957250317,36.284695465905585,0.0,0.0045041645114306
I,0.0033929865059018,0.3395078955045221,0.0,0.0021346915794597,0.654964426410116,94.5629102046141,0.0006387292069507,0.002754257298951
J,0.0038382533318771,0.6038461883072245,0.0008504969077742,0.0907678912929968,0.3006971701601274,153.35471387725286,0.0028674880255085,0.0009707653063686
K,0.030324325221785,0.5980700596496129,0.0229923660197661,6.983118453591102e-05,0.3485434179242998,63.039418493338346,0.0013113025830494,0.0290130226387355
L,0.0074787084911087,0.5205729756042029,0.0,0.0001130481484669,0.4718352677562215,38.89043314519584,0.0002705132968972,0.0072081951942114
M,0.00677884157098,0.4633519084713658,0.0,6.639304357406897e-05,0.52980285691408,40.900483075454765,0.0002517354593105,0.0065271061116695
N,0.0064507523377178,0.4707094778499928,0.0070127358069176,0.0022882787504056,0.5135387552549662,43.56532711668868,0.0001694322817045,0.0062813200560132
O,0.0091731110208536,0.4680580266878242,0.0,0.0001047442342817,0.5226641180570404,41.71688041239214,0.0002773315339463,0.0088957794869073
P,0.021191392724906,0.4949093916065255,0.0,0.0001305726605986,0.48376864300797,79.15568284926304,0.0002174701386619,0.0209739225862441
Q,0.1073685168365785,0.7234216994746501,0.0,4.639186372069905e-05,0.1691633918250507,221.07020049853764,8.503593332371496e-05,0.1072834809032547
R,0.006746773948088,0.4773356415628774,0.0,8.226138909822535e-05,0.5158353230999364,43.157030680469056,0.0004085481203013,0.0063382258277866
S,0.0083741915151432,0.3988156343233285,0.0,0.0002952815145881,0.5925148604485212,37.7183753132023,0.0002027723807852,0.0081714191343579
T,0.0075562585675615,0.6338226483768795,0.0,0.0001641248411875,0.3584569682143712,37.34977258927847,4.0052880060556055e-06,0.0075522532795555
