formation channel,channel V intrinsic (z=0),channel I intrinsic (z=0),channel II intrinsic (z=0),channel III intrinsic (z=0),channel IV intrinsic (z=0),All intrinsic (z=0) [Gpc^-3 yr^-1],channel V with CE intrinsic (z=0),channel V without CE intrinsic (z=0)
A,0.0316779764162729,0.3688104323028176,0.5116011936333791,0.0720965674015322,0.0158138302459979,151.03385530351525,0.0,0.0316779764162729
B,0.0668504191836722,0.5404503297426483,0.3493260002006577,0.0433308506677331,0.0,120.25996016136354,0.0,0.0668504191836722
C,0.0562319590657385,0.3488742419959059,0.5363377625689956,0.0585560363693596,0.0,130.3289914306517,0.0,0.0562319590657385
D,0.0308359768913379,0.1823661131862211,0.7232989828310903,0.0607870123046615,0.0027119147866888,160.3815736462124,0.0,0.0308359768913379
E,0.0309769470404208,0.3685417660707689,0.5151468991435951,0.0713374318082967,0.013996955936917,150.27050429507983,0.0,0.0309769470404208
F,0.0204048704635399,0.6055571620994922,0.3235064825943817,0.0422022107455547,0.0083292740970315,255.69134227138696,0.0002856390526135,0.0201192314109264
G,0.0132557236434986,0.1024009309147378,0.8788427562808855,0.0054894251377822,1.1164023095330133e-05,87.88384724109123,0.0,0.0132557236434986
H,0.0387135243241238,0.3112571991706528,0.5827573668748338,0.0634798738528761,0.003792035777514,133.40741276621435,0.0,0.0387135243241238
I,0.0243976343135483,0.444061193395965,0.3842996593971792,0.0837517274690229,0.063489785424284,202.9829788081982,0.0,0.0243976343135483
J,0.0070215736622344,0.1937593985651,0.5495314290579592,0.1587780143027763,0.0909095844119287,139.57020692324684,2.454717912568618e-07,0.0070213281904431
K,0.0206322304159386,0.6063676944070279,0.3211946233829942,0.0424868384396532,0.009318613354386,254.39311328460386,0.0005739263140687,0.0200583041018698
L,0.0213743878720746,0.3425727044956944,0.5683898250362176,0.056269199674862,0.0113938829211513,144.46137339286312,0.0,0.0213743878720746
M,0.036095847066079,0.3994112182530682,0.4672794397332645,0.0782522952248986,0.0189611997226893,167.80388666675637,0.0,0.036095847066079
N,0.0286996515649061,0.3424455438794535,0.5496165989848942,0.0652382413812255,0.0139999641895211,137.51813114946447,0.0,0.0286996515649061
O,0.0310370227150773,0.3598968943069167,0.5220434313171304,0.0711993113846558,0.0158233402762197,153.41825623632946,0.0,0.0310370227150773
P,0.0633325810832204,0.3766203540000052,0.4549054704826647,0.081623598794576,0.0235179956395336,165.41108623654387,0.0,0.0633325810832204
Q,0.0792843857051479,0.4177998484976108,0.3993964322518641,0.0793483108176789,0.0241710227276975,181.52284296547353,0.0,0.0792843857051479
R,0.0117433275485847,0.4624309855128677,0.4174856375818514,0.0831718125124424,0.0251682368442549,175.19477548751468,0.0,0.0117433275485847
S,0.0198427513335276,0.3568231769247201,0.5672260719499955,0.0466273951832464,0.0094806046085102,236.61010257694548,0.0,0.0198427513335276
T,0.0367015299353103,0.436826007787979,0.4038745878186344,0.0975395135652368,0.0250583608928401,71.64562334657234,0.0,0.0367015299353103
