formation channel,channel V intrinsic (z=0),channel I intrinsic (z=0),channel II intrinsic (z=0),channel III intrinsic (z=0),channel IV intrinsic (z=0),All intrinsic (z=0) [Gpc^-3 yr^-1],channel V with CE intrinsic (z=0),channel V without CE intrinsic (z=0)
A,0.0315165437389568,0.3837577739639163,0.4933543189258229,0.077231775268611,0.0141395881026933,54.456288175532464,0.0,0.0315165437389568
B,0.0602439741487568,0.4740637507368754,0.4236291420216397,0.0420554048348024,0.0,46.75190846035544,0.0,0.0602439741487568
C,0.0496387706301015,0.2616351490819983,0.631820003630476,0.0569060766574244,0.0,51.804381255900275,0.0,0.0496387706301015
D,0.0303908721768888,0.1451006728378616,0.7616067729597454,0.0600455978952947,0.0028560841302099,62.094544699757016,0.0,0.0303908721768888
E,0.0319476138276257,0.3818171414772137,0.49796247833656,0.0755956220595515,0.0126771442990497,54.390596131723065,0.0,0.0319476138276257
F,0.0169821425331721,0.7033821080986038,0.2406136825829266,0.0333976984291611,0.0056243683561365,123.77868374576016,0.000243101072552,0.01673904146062
G,0.014841447066662,0.1032425153228738,0.8750182441964784,0.0068912822821254,6.5111318601961e-06,30.887178798912142,0.0,0.014841447066662
H,0.0391528427557479,0.3093490041092359,0.5807070685218282,0.0671944691732217,0.0035966154399661,46.638418596110284,0.0,0.0391528427557479
I,0.024355848941361,0.4574318357398094,0.3764699308192131,0.0899983663122551,0.0517440181873612,72.21019264863392,0.0,0.024355848941361
J,0.0039369190603912,0.1512921222851264,0.6433894845327969,0.1357911475479038,0.0655903265737818,41.966576112703606,1.2311089100898273e-07,0.0039367959495002
K,0.016738351012028,0.7046645318574956,0.2382813749537829,0.0340771434400777,0.0062385987366158,122.5019503189117,0.0006466328977678,0.0160917181142601
L,0.015986383206762,0.3838786131902486,0.5381708459521103,0.0531847447225545,0.0087794129283247,56.56432455356405,0.0,0.015986383206762
M,0.0398676220547084,0.4352795524543474,0.4306592324932838,0.0776901395928966,0.0165034534047636,64.67792679266509,0.0,0.0398676220547084
N,0.0283047520151249,0.3427396571860056,0.5436020398188621,0.0730532860740017,0.0123002649060057,48.07322073665116,0.0,0.0283047520151249
O,0.031287449209979,0.3815362559624838,0.4967984601707035,0.0763763080207448,0.0140015266360888,54.59310820075972,0.0,0.031287449209979
P,0.0819996632098741,0.3997031039335893,0.4122134152448666,0.0850172499569807,0.0210665676546891,62.6766569852939,0.0,0.0819996632098741
Q,0.0928836653107861,0.4705318600859123,0.3338795716383629,0.0819369797551858,0.0207679232097522,71.80569370970176,0.0,0.0928836653107861
R,0.0040543181817278,0.5426417576826761,0.3462551055781641,0.0849766623074203,0.0220721562500117,69.60724421586417,0.0,0.0040543181817278
S,0.0161815515535785,0.3811800095815838,0.5640636475865868,0.0331243123165026,0.0054504789617482,132.2121553584507,0.0,0.0161815515535785
T,0.0311011179109695,0.4822703904869068,0.3128867609567176,0.1409769749123506,0.0327647557330555,16.084670234715894,0.0,0.0311011179109695
