formation channel,channel V intrinsic (z=0),channel I intrinsic (z=0),channel II intrinsic (z=0),channel III intrinsic (z=0),channel IV intrinsic (z=0),All intrinsic (z=0) [Gpc^-3 yr^-1],channel V with CE intrinsic (z=0),channel V without CE intrinsic (z=0)
A,0.0080755520311879,0.2854710198309877,0.0,0.0001947383092034,0.7062586898286208,38.709220493258066,0.0001912228373106,0.0078843291938772
B,0.0877261623208087,0.9113548872201676,0.0009189504590238,0.0,0.0,29.88557508694378,0.0,0.0877261623208087
C,0.0265392519593448,0.9728763776454616,0.0,0.0,0.0005843703951932,30.460535612935352,0.000237080653316,0.0263021713060288
D,0.0087484960926546,0.5114052404667121,0.0,0.0,0.479846003174463,57.07556150875773,0.0002059267611197,0.0085425693315348
E,0.0,0.9279662351792032,0.0,0.0,0.0720337648207967,0.6684689029490921,0.0,0.0
F,0.009527076880811,0.8803806644536509,0.031184403403213,0.0002867229575768,0.0786211323047482,57.526480475614726,0.0,0.009527076880811
G,0.0003050419886705,0.9941253705152728,0.0,0.0,0.0055695874960564,60.150537583118854,0.0,0.0003050419886705
H,0.0142174330004733,0.9029911216761308,0.0,0.0,0.0827371863294045,21.812105832921034,0.0,0.0142174330004733
I,0.0028708602290702,0.2145933692274651,0.0,0.0068801966960637,0.7756555738474007,88.20062292815825,0.0006233460043202,0.00224751422475
J,0.0052550082449143,0.4779952189683923,0.0012850458260373,0.1171757353101479,0.3982889916505079,126.06251700512244,0.0026983933333362,0.0025566149115781
K,0.0386176740997428,0.5213406047256424,0.0315436233140054,0.0001126049188908,0.4083854929417185,66.6068784878106,0.0010629172824955,0.0375547568172472
L,0.0075377377046457,0.3244995565969932,0.0,0.0003181555743254,0.6676445501240357,34.54894761784835,0.0001854412007183,0.0073522965039273
M,0.0076427159599195,0.2913171485043491,0.0,5.5565933104366995e-05,0.700984569602627,37.78635783696501,0.0002356301717178,0.0074070857882016
N,0.0065936930282642,0.2870462107867477,0.0060266786029975,0.0038209511536135,0.696512466428377,40.07403761599288,0.0001838598457746,0.0064098331824895
O,0.0081017927495173,0.2854237791288015,0.0,0.0001946196488473,0.7062798084728338,38.24920838971133,0.000192245993309,0.0079095467562082
P,0.0215408632605078,0.3280557615967774,0.0,0.0003135839868896,0.6500897911558251,72.16215081723129,0.0001708551676308,0.0213700080928769
Q,0.1060852217199187,0.6269335098887457,0.0,7.28996653921147e-05,0.2669083687259434,178.88913637136673,7.394117995354298e-05,0.1060112805399651
R,0.0065158367359866,0.2957327223185242,0.0,0.0001696288577965,0.6975818120876923,38.93309500546452,0.0003280536275352,0.0061877831084514
S,0.0060582179327645,0.2741272365775605,0.0,0.0006104580372715,0.7192029240009983,36.5882078156823,0.0001529289136694,0.005905289019095
T,0.009804715831221,0.6803069614894448,0.0,0.0001223809089137,0.3097659417704203,36.441672785208816,2.3904176564433047e-05,0.0097808116546566
