formation channel,channel V intrinsic (z=0),channel I intrinsic (z=0),channel II intrinsic (z=0),channel III intrinsic (z=0),channel IV intrinsic (z=0),All intrinsic (z=0) [Gpc^-3 yr^-1],channel V with CE intrinsic (z=0),channel V without CE intrinsic (z=0)
A,0.0099253049959777,0.4397428933405027,0.0,0.0001053782139058,0.5502264234496136,44.424169337523026,0.0003306486678232,0.0095946563281544
B,0.1289762328815014,0.8691570013818594,0.0018667657366392,0.0,0.0,33.0220285068619,0.0,0.1289762328815014
C,0.0377613315234522,0.961189206888436,0.0,0.0,0.0010494615881118,34.165635975689355,0.0003564141517555,0.0374049173716966
D,0.0097688589477483,0.6704616106084007,0.0,0.0,0.3197694162166414,75.07391261140394,0.0003016669767147,0.0094671919710335
E,0.0,0.9376738105325952,0.0,0.0,0.062326189467405,1.0071970229160438,0.0,0.0
F,0.0080960398378138,0.8965639870618098,0.0239653225203231,0.0006346182128412,0.0707400323672116,60.715766193182546,0.0,0.0080960398378138
G,0.0006184178162749,0.992858305041856,0.0,0.0,0.0065232771418689,56.97978603700724,0.0,0.0006184178162749
H,0.0102202675844728,0.9209255961214852,0.0,0.0,0.068792227353526,35.08290279031303,0.0,0.0102202675844728
I,0.0035510533849859,0.3030039026185963,0.0,0.0059691031539267,0.6874759408424911,107.13665884535038,0.0007352760553435,0.0028157773296424
J,0.0046751060469217,0.5500141226063109,0.0013059752436727,0.0975115532967487,0.3464932428063456,167.25840236296355,0.0030419299521297,0.001633176094792
K,0.026759500682045,0.5870534406903866,0.0241084574298349,6.933119242707822e-05,0.3620092700053066,67.18187211603819,0.0012607424910591,0.0254987581909859
L,0.0089271283398668,0.4883957868216199,0.0,0.0001103156448393,0.502566769193674,40.638734339862395,0.0003180964428515,0.0086090318970153
M,0.0097922269835006,0.4483204841269209,0.0,5.970368995240329e-05,0.541827585199626,43.74221956155835,0.0003554063099896,0.009436820673511
N,0.0080758239836542,0.4416612964086863,0.0071798449088104,0.0038825538156751,0.5392004808831736,46.37638596861695,0.0002584513422657,0.0078173726413884
O,0.0098714157619989,0.4396669639134565,0.0,0.0001053582267527,0.5503562620977918,43.880482293115776,0.0003315200019502,0.0095398957600486
P,0.0233013602038085,0.4848682488274358,0.0,0.0001324045856211,0.4916979863831344,84.0153978096368,0.0002780564847035,0.023023303719105
Q,0.1061310876187245,0.7214348455638525,0.0,4.624317142974212e-05,0.1723878236459929,233.42797095781893,0.0001075389291384,0.1060235486895861
R,0.008180747401501,0.4457116043248705,0.0,9.18742112288524e-05,0.5460157740623995,45.163776672309965,0.0004925521540737,0.0076881952474273
S,0.0085261021964593,0.3831221739270378,0.0,0.00027969363824,0.6080715141395263,40.557336910174485,0.0002546366138584,0.0082714655826009
T,0.0095253033562272,0.624924044172449,0.0,0.0002326526357502,0.3653179998355735,38.3172994650035,2.1496432259844125e-05,0.0095038069239674
